service_name,service_url,layer_namespace,layer_name,layer_size_bytes,error,timeout_secs
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_MO,1502504,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5000 milliseconds with 2759042 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_BGCP,23719672,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_LHAT,15594440,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_OPTS,15594440,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_SLEV,1222128,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_TEMP,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5001 milliseconds with 2751050 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_WIND,496216,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_WAVE,602984,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_ATMS,4756296,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_WX,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5000 milliseconds with 2336450 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_HCXX,33029216,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_ARC_PLATFORMS,17624424,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_ATL_PLATFORMS,82880312,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_BAL_PLATFORMS,15337120,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_BLS_PLATFORMS,99832,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_MED_PLATFORMS,832376,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_NWS_PLATFORMS,3301256,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_OTH_PLATFORMS,13280,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_AP,6590640,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_RVFL,76616,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_UWN_INER,2608232,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PSMSL_SLA,74712,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PSMSL_SLEV_REL,197400,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PSMSL_SLEV_REL_REGION,3736488,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_UWN_INER_Pulse_days,2797072,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_UWN_INER_Value_Codes,2814240,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_RIVER_RVFL,191568,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_NRT_WIND_WDIR_WSPD,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5001 milliseconds with 540672 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_PLATFORMS_UWNO,16912,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,PSMSL_Region,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5000 milliseconds with 9052890 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_GEO_WSEA_OTHR_NN_GR_EUR,6394352,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,World_Seas_RF,6391992,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,EP_GEO_WSEA_OTHR_NN_GR_GLO,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5001 milliseconds with 7543370 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,World_Seas,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5009 milliseconds with 7543370 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,World_Seas_Antarctic,3430800,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,psmslstationspace,544824,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_ap_psal_60d_3031,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5003 milliseconds with 1420346 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_ap_psal_7d_3031,648456,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_ap_temp_60d_3031,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5006 milliseconds with 1537234 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_ap_temp_7d_3031,650040,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_db_psal_60d_3031,9254184,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_db_psal_7d_3031,590784,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_db_temp_60d_3031,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5000 milliseconds with 2148634 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_db_temp_7d_3031,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5000 milliseconds with 2157626 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_fb_psal_60d_3031,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5004 milliseconds with 2121666 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_fb_psal_7d_3031,20813352,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_fb_temp_60d_3031,NA,Timeout was reached: [geoserver.emodnet-physics.eu] Operation timed out after 5005 milliseconds with 2202586 bytes received,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_fb_temp_7d_3031,23571128,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_gl_psal_60d_3031,6548888,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_gl_psal_7d_3031,698560,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_gl_temp_60d_3031,7070176,NA,5
physics,https://geoserver.emodnet-physics.eu/geoserver/emodnet/wfs,emodnet,route_gl_temp_7d_3031,713960,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,art17_hab_1150,370856,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,art17_hab_1130,293616,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,art17_hab_1160,343840,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,art17_hab_1140,381128,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,art17_hab_1120,136064,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,art17_hab_1170,659496,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,art17_hab_1110,362104,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,art17_hab_1180,28176,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,biogenic_substrate_2021,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5000 milliseconds with 4165656 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,habitat_point_eunis,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5009 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,habitat_point,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5007 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,gems_annexi_full,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5003 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,coralligenous_platforms_2021,1341352,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eusm2019_bio_full,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5005 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eusm2019_ene_full,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5010 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eusm2019_subs_full,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5008 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eusm2021_bio_full,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5004 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eusm2021_ene_full,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5007 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eusm2021_subs_full,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5003 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eusm2019_regions,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5006 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eov_2021_points_hard_coral,6233176,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eov_livecoral,4799456,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eov_2021_points_Macroalgal_canopy_cover,27386536,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eov_macroalgae,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5000 milliseconds with 564696 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eov_2021_points_Seagrass_cover,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5007 milliseconds with 188232 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,eov_seagrass,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5007 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,habitat_point_bboxes,5673528,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,ospar2020_points,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5000 milliseconds with 900240 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,ospar2020_poly,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5008 milliseconds with 0 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,ospar_points,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5002 milliseconds with 908424 bytes received,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,ospar_overview,550552,NA,5
seabed_habitats_general_datasets_and_products,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs,emodnet_open,ospar_poly,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5009 milliseconds with 0 bytes received,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000225,51088,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000226,28576,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000227,34480,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000228,119872,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,fr004015,90336,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,gb001308,309352,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,gb001517,54536,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,gb100299,1159264,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,gb100355,579688,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,gb100361,111176,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,gb100397,250672,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,gb100398,244752,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,gb100399,101224,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,gb100440,637784,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,nl000066,338672,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,nl000065,2407152,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,ie004001,3238136,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000007,106808,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000017,105688,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000031,137816,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000048,36224,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000051,27056,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000054,32544,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000057,100472,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000060,49680,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000065,46872,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000071,36608,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000142,62176,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000143,79600,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000144,237712,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000145,239288,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000222,127168,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000223,137584,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000224,185576,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000229,68752,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000230,49328,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,be000231,36528,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,bg003002,139840,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,bg003003,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5003 milliseconds with 0 bytes received,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,bg003004,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5000 milliseconds with 5786088 bytes received,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,bg003005,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5000 milliseconds with 5867928 bytes received,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,bg004001,2947112,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,bg004002,1104488,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,bg004003,129848,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,de004001,4681864,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,de004002,NA,Timeout was reached: [ows.emodnet-seabedhabitats.eu] Operation timed out after 5000 milliseconds with 5581488 bytes received,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003001,115712,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003002,29744,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003003,27360,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003004,43984,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003005,31264,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003006,37040,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003007,27728,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003008,24496,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003009,18984,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003010,21416,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003011,105864,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003012,59264,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003013,51248,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003014,73320,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003015,22856,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003016,62192,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003017,37488,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003018,48400,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003019,17424,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003020,84048,NA,5
seabed_habitats_individual_habitat_map_and_model_datasets,https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open_maplibrary/wfs,emodnet_open_maplibrary,dk003021,24064,NA,5
